,YEAR,MONTH,DAY,HOURS,MINUTES,LATITUDE,LONGITUDE,MAGNITUDE
139657,2012,8,14,12,15,36.42,27.03,2.7
139658,2012,8,14,12,19,37.84,26.79,2.6
139673,2012,8,14,16,6,36.2,25.27,2.7
139688,2012,8,14,22,59,35.13,24.1,2.7
139723,2012,8,15,20,3,34.99,25.26,2.6
139725,2012,8,15,22,3,37.84,26.75,3.4
139726,2012,8,15,22,10,37.82,26.75,3.4
139727,2012,8,15,22,18,37.85,26.78,3.6
139732,2012,8,16,1,14,37.86,26.8,3.2
139771,2012,8,16,21,22,38.28,22.55,3.6
139839,2012,8,18,12,50,39.95,23.78,2.7
139842,2012,8,18,15,9,39.95,23.79,2.8
139864,2012,8,19,4,11,38.05,21.95,2.9
139874,2012,8,19,12,35,34.87,25.75,2.7
139878,2012,8,19,15,54,37.78,22.89,2.8
139893,2012,8,20,0,28,36.16,27.56,2.7
139904,2012,8,20,7,37,39.53,23.91,3.1
139923,2012,8,20,23,3,36.04,27.22,2.6
139929,2012,8,21,1,57,35.34,27.1,3.3
139947,2012,8,21,10,19,39.01,23.26,3.0
139950,2012,8,21,11,42,37.46,22.17,2.8
139984,2012,8,22,0,25,35.99,27.27,2.7
140036,2012,8,23,2,16,36.59,26.81,2.7
140063,2012,8,23,13,49,35.58,23.45,2.7
140076,2012,8,23,21,53,37.59,21.96,2.9
140088,2012,8,24,3,12,38.08,21.54,2.7
140095,2012,8,24,5,44,36.98,23.24,3.5
140102,2012,8,24,10,31,38.02,21.25,2.7
140117,2012,8,24,16,33,38.98,21.88,2.8
140127,2012,8,24,22,10,37.8,27.11,2.7
140132,2012,8,25,0,42,36.63,22.91,3.7
140147,2012,8,25,6,17,38.89,23.22,3.8
140151,2012,8,25,10,2,36.19,27.43,2.8
140153,2012,8,25,10,16,38.45,21.07,2.6
140155,2012,8,25,11,35,38.84,24.85,3.2
140199,2012,8,26,10,14,35.34,27.17,2.7
140201,2012,8,26,10,45,37.74,26.78,2.6
140239,2012,8,27,0,35,38.69,26.14,3.7
140256,2012,8,27,11,10,37.85,26.73,2.8
140260,2012,8,27,14,5,38.16,20.56,3.5
140264,2012,8,27,15,28,37.83,26.73,3.3
140270,2012,8,27,21,2,37.84,26.7,2.9
140272,2012,8,27,21,29,37.81,26.68,3.0
140273,2012,8,27,21,33,37.83,26.71,3.1
140274,2012,8,27,21,42,37.82,26.72,3.2
140277,2012,8,27,22,1,37.86,26.69,2.6
140280,2012,8,28,0,14,37.86,26.76,2.8
140287,2012,8,28,2,56,37.83,21.43,2.9
140289,2012,8,28,3,57,37.84,21.43,3.2
140293,2012,8,28,8,38,37.89,26.71,3.2
140299,2012,8,28,9,37,38.26,20.29,2.8
140313,2012,8,28,15,8,37.87,26.8,3.2
140315,2012,8,28,15,33,38.41,21.83,2.8
140317,2012,8,28,16,18,37.77,26.62,2.6
140318,2012,8,28,16,32,40.79,21.41,2.7
140330,2012,8,28,22,37,34.94,26.1,3.6
140336,2012,8,29,0,41,37.89,26.8,2.7
140362,2012,8,29,16,25,38.88,25.98,2.8
140382,2012,8,30,0,8,35.46,27.24,3.2
140453,2012,8,31,17,19,38.04,25.56,2.7
140481,2012,9,1,5,33,38.09,20.75,2.9
140482,2012,9,1,7,24,35.74,25.9,3.4
140486,2012,9,1,10,30,37.93,21.93,2.7
140492,2012,9,1,13,22,36.29,26.62,3.0
140530,2012,9,2,6,34,35.85,27.02,3.0
140532,2012,9,2,6,46,35.86,27.01,3.1
140537,2012,9,2,7,15,38.98,21.97,2.7
140580,2012,9,3,5,26,37.44,22.23,3.0
140587,2012,9,3,10,10,39.38,25.89,2.8
140591,2012,9,3,12,3,37.67,26.89,2.8
140599,2012,9,3,16,22,35.77,25.9,3.9
140601,2012,9,3,16,54,41.3,22.76,2.6
140605,2012,9,3,17,47,35.76,25.87,3.1
140639,2012,9,4,7,43,36.93,22.19,2.8
140649,2012,9,4,12,40,39.13,23.26,3.1
140698,2012,9,5,9,24,37.83,22.4,2.6
140701,2012,9,5,10,4,36.09,25.12,2.8
140731,2012,9,5,22,46,35.31,27.12,3.5
140756,2012,9,6,4,21,39.47,25.82,2.8
140757,2012,9,6,4,27,39.48,25.81,2.6
140766,2012,9,6,8,10,37.84,21.45,2.7
140775,2012,9,6,14,52,36.31,27.18,2.6
140813,2012,9,7,12,34,35.09,24.42,3.0
140876,2012,9,8,11,51,36.12,27.08,2.6
140886,2012,9,8,16,40,38.37,22.1,3.3
140905,2012,9,9,0,53,38.35,21.88,2.8
140910,2012,9,9,2,36,34.8,24.2,2.7
140924,2012,9,9,7,26,36.81,24.46,4.2
140936,2012,9,9,15,54,39.55,23.93,2.9
140942,2012,9,9,19,29,39.71,20.54,2.9
140943,2012,9,9,19,30,40.0,24.72,4.5
140944,2012,9,9,19,38,39.98,24.69,3.0
140945,2012,9,9,19,42,40.01,24.71,3.2
140947,2012,9,9,19,47,39.99,24.73,3.8
140970,2012,9,10,1,31,40.02,24.73,3.2
140992,2012,9,10,16,26,38.34,21.85,2.6
141042,2012,9,11,18,19,37.86,26.71,3.2
141043,2012,9,11,18,24,37.85,26.67,2.7
141047,2012,9,11,18,49,34.79,23.97,2.7
141059,2012,9,11,23,21,37.83,26.7,3.0
141066,2012,9,12,2,22,37.85,26.7,3.1
141068,2012,9,12,3,0,36.92,24.22,3.1
141070,2012,9,12,3,7,36.91,24.2,3.0
141072,2012,9,12,3,23,36.91,24.23,3.1
141077,2012,9,12,4,4,34.87,24.14,2.6
141080,2012,9,12,5,0,36.92,24.23,4.2
141130,2012,9,13,1,52,38.97,20.63,2.6
141167,2012,9,13,13,46,34.76,24.02,2.6
141195,2012,9,13,21,30,38.39,21.76,2.8
141196,2012,9,13,21,46,38.66,25.92,2.8
141214,2012,9,14,5,10,36.31,26.68,2.9
141231,2012,9,14,17,0,38.67,25.95,3.4
141283,2012,9,15,12,24,38.85,21.85,3.8
141309,2012,9,15,18,27,36.17,27.07,2.9
141348,2012,9,16,5,7,34.85,24.9,2.8
141460,2012,9,17,23,39,36.17,23.4,2.6
141463,2012,9,18,0,25,35.47,26.95,2.9
141477,2012,9,18,3,0,35.83,25.95,3.0
141481,2012,9,18,3,33,37.85,26.75,2.7
141492,2012,9,18,6,3,36.13,25.3,2.7
141495,2012,9,18,8,26,38.15,23.23,2.8
141510,2012,9,18,15,2,35.83,25.96,2.9
141543,2012,9,19,0,55,38.35,22.32,3.2
141544,2012,9,19,0,55,38.34,22.32,3.2
141557,2012,9,19,3,56,39.68,23.24,2.7
141560,2012,9,19,4,22,39.69,23.21,2.8
141561,2012,9,19,4,22,38.2,23.2,2.6
141575,2012,9,19,7,37,34.84,24.91,2.8
141585,2012,9,19,10,10,38.05,21.99,2.7
141588,2012,9,19,10,44,39.04,21.64,2.7
141608,2012,9,19,17,27,37.43,23.2,3.1
141673,2012,9,20,7,8,37.38,21.61,3.2
141700,2012,9,20,13,36,37.95,21.12,2.9
141734,2012,9,21,0,56,36.09,25.16,2.7
141772,2012,9,21,15,21,38.35,22.02,4.0
141814,2012,9,22,3,51,35.28,26.94,4.0
141815,2012,9,22,3,52,38.09,22.74,4.9
141822,2012,9,22,6,15,40.16,20.83,4.5
141830,2012,9,22,9,45,39.96,23.67,2.6
141852,2012,9,22,15,52,38.33,21.77,2.6
141853,2012,9,22,15,56,38.36,21.75,2.7
141867,2012,9,22,19,12,38.68,25.5,3.0
141903,2012,9,23,1,2,38.1,22.73,2.9
141944,2012,9,23,10,3,37.85,26.75,2.7
142050,2012,9,24,19,18,39.03,23.16,3.9
142066,2012,9,24,22,30,38.2,25.61,2.6
142100,2012,9,25,8,8,39.61,25.9,3.1
142122,2012,9,25,16,13,39.49,23.69,2.6
142158,2012,9,26,3,44,36.68,27.17,2.9
142175,2012,9,26,10,45,39.02,26.06,3.1
142285,2012,9,27,23,55,37.12,21.53,2.6
142351,2012,9,28,17,44,39.68,20.83,2.8
142359,2012,9,28,20,14,36.05,27.36,3.1
142409,2012,9,29,9,39,34.83,24.0,2.8
142482,2012,9,30,2,41,38.11,22.7,3.2
142501,2012,9,30,5,19,38.1,22.7,3.3
142530,2012,9,30,20,24,38.1,22.7,3.1
142577,2012,10,1,8,10,35.2,26.3,3.0
142589,2012,10,1,13,20,38.66,20.6,2.9
142645,2012,10,2,9,52,37.09,26.78,3.1
142656,2012,10,2,13,10,36.18,25.35,2.7
142687,2012,10,3,1,39,39.47,24.97,2.6
142700,2012,10,3,8,51,37.8,26.9,3.0
142714,2012,10,3,13,10,36.06,25.03,2.7
142746,2012,10,3,22,32,36.64,26.88,3.6
142752,2012,10,3,23,58,40.13,24.0,2.7
142780,2012,10,4,13,44,38.85,26.49,2.7
142803,2012,10,4,20,37,41.22,24.02,2.7
142831,2012,10,5,3,40,37.84,21.17,2.6
142931,2012,10,6,8,23,36.04,25.01,2.7
142932,2012,10,6,8,26,36.05,25.05,2.7
142933,2012,10,6,8,40,36.05,25.03,3.0
142961,2012,10,6,20,37,40.28,25.24,3.9
142990,2012,10,7,1,28,38.08,22.71,3.0
143028,2012,10,7,20,55,38.24,24.16,2.7
143073,2012,10,8,10,7,35.4,27.27,2.7
143075,2012,10,8,11,41,38.91,21.71,2.9
143102,2012,10,8,20,26,36.9,26.59,3.0
143108,2012,10,8,22,39,36.07,25.11,2.8
143138,2012,10,9,4,53,39.13,20.68,2.6
143141,2012,10,9,6,25,38.92,21.69,3.8
143142,2012,10,9,6,33,39.42,22.97,3.5
143143,2012,10,9,6,49,38.91,21.72,2.9
143199,2012,10,10,1,15,39.19,21.55,2.6
143215,2012,10,10,5,51,38.09,20.76,3.6
143308,2012,10,11,5,37,38.63,22.86,2.6
143309,2012,10,11,6,15,36.44,27.6,2.9
143380,2012,10,11,23,27,38.94,21.98,3.1
143425,2012,10,12,18,23,38.03,25.55,2.7
143446,2012,10,12,22,49,34.82,24.16,2.8
143490,2012,10,13,12,33,38.58,23.43,2.7
143538,2012,10,14,2,59,38.4,22.0,2.8
143542,2012,10,14,4,28,38.49,25.43,2.6
143548,2012,10,14,9,15,38.45,20.6,2.7
143618,2012,10,15,12,26,34.83,24.91,3.1
143636,2012,10,15,17,16,34.75,24.02,2.9
143658,2012,10,15,23,11,35.8,24.88,2.6
143663,2012,10,16,0,56,39.47,24.67,3.0
143671,2012,10,16,5,16,39.24,21.8,3.4
143739,2012,10,17,13,32,35.97,25.81,2.8
143775,2012,10,17,23,12,37.46,22.07,3.0
143802,2012,10,18,3,0,38.39,21.87,2.9
143816,2012,10,18,9,24,35.51,27.11,2.8
143826,2012,10,18,15,0,40.24,25.26,2.9
143829,2012,10,18,16,37,40.24,25.26,2.9
143837,2012,10,18,19,27,38.55,21.92,3.2
143839,2012,10,18,20,4,36.28,23.48,2.7
143860,2012,10,19,1,24,38.91,23.1,3.0
143879,2012,10,19,12,22,36.38,26.77,2.7
143926,2012,10,20,1,9,36.54,28.3,3.9
143927,2012,10,20,1,16,36.52,28.3,2.7
143932,2012,10,20,2,37,34.87,26.15,2.9
143979,2012,10,20,22,4,36.5,28.25,2.8
143984,2012,10,20,23,28,38.82,24.91,3.4
143987,2012,10,21,0,49,35.31,27.12,3.2
143997,2012,10,21,4,43,40.67,23.27,3.3
144004,2012,10,21,10,19,40.43,23.64,3.4
144047,2012,10,22,11,48,35.99,26.94,2.7
144057,2012,10,22,17,49,38.1,20.65,3.0
144094,2012,10,23,15,20,38.95,20.63,4.5
144103,2012,10,23,18,9,38.95,20.61,3.2
144118,2012,10,23,20,48,35.68,26.58,2.9
144121,2012,10,23,22,4,38.95,20.59,3.0
144148,2012,10,24,9,34,35.45,27.03,2.6
144215,2012,10,25,10,43,36.29,26.68,2.8
144281,2012,10,26,12,53,38.08,20.36,2.8
144287,2012,10,26,15,23,38.27,26.07,2.6
144295,2012,10,26,19,0,38.96,22.91,2.6
144298,2012,10,26,19,44,40.22,23.85,3.2
144308,2012,10,26,23,16,38.96,22.91,4.6
144312,2012,10,26,23,41,38.95,22.89,2.9
144391,2012,10,28,21,25,37.39,22.22,3.2
144406,2012,10,29,7,25,36.38,28.31,3.0
144423,2012,10,29,19,49,36.8,26.51,2.6
144442,2012,10,30,8,9,36.64,26.45,3.9
144448,2012,10,30,10,39,40.27,25.27,2.7
144452,2012,10,30,13,10,38.34,22.02,2.8
144519,2012,10,31,13,29,37.81,26.71,2.8
144595,2012,11,1,22,9,38.35,21.78,2.8
144623,2012,11,2,15,50,39.07,26.35,2.9
144665,2012,11,3,16,42,35.51,26.79,2.8
144676,2012,11,3,20,41,36.59,26.71,2.6
144688,2012,11,3,22,59,37.79,26.92,2.8
144689,2012,11,3,23,42,37.77,26.99,2.7
144693,2012,11,4,0,33,37.8,26.9,2.6
144704,2012,11,4,2,52,37.8,26.95,2.6
144713,2012,11,4,4,44,35.54,26.73,2.6
144726,2012,11,4,7,46,39.2,20.73,2.7
144815,2012,11,5,9,46,37.75,26.91,2.6
144863,2012,11,6,5,23,37.96,21.51,3.3
144864,2012,11,6,5,40,37.74,26.95,2.7
144867,2012,11,6,7,35,37.74,27.05,3.4
144871,2012,11,6,9,43,38.36,21.92,3.2
144875,2012,11,6,12,37,38.35,21.78,2.9
144878,2012,11,6,14,2,37.73,26.88,2.6
144888,2012,11,6,18,21,39.9,20.53,2.8
144923,2012,11,7,5,2,36.69,25.87,3.6
144946,2012,11,7,22,53,38.89,21.19,3.2
144966,2012,11,8,10,41,34.83,26.13,2.6
145021,2012,11,9,21,31,37.85,21.42,2.7
145055,2012,11,10,15,2,38.91,23.1,2.6
145069,2012,11,10,21,30,37.89,20.9,3.9
145095,2012,11,11,7,8,36.54,26.63,2.6
145105,2012,11,11,9,25,38.64,22.11,3.6
145106,2012,11,11,10,56,34.93,25.36,2.7
145120,2012,11,11,19,47,38.08,22.07,3.0
145129,2012,11,11,22,41,39.23,21.58,3.1
145133,2012,11,11,23,45,40.46,21.31,3.2
145137,2012,11,12,0,34,39.18,20.35,3.1
145154,2012,11,12,12,33,38.84,21.17,2.6
145186,2012,11,13,5,27,36.61,27.91,2.6
145194,2012,11,13,11,0,37.68,21.95,3.1
145208,2012,11,13,17,29,36.07,27.43,2.9
145210,2012,11,13,18,20,36.5,28.24,2.8
145211,2012,11,13,18,25,36.51,28.27,3.7
145219,2012,11,13,21,0,36.63,27.9,2.6
145240,2012,11,14,1,17,38.24,22.7,2.6
145244,2012,11,14,1,59,37.31,26.85,2.6
145258,2012,11,14,6,51,39.2,22.06,2.6
145275,2012,11,14,16,17,38.31,22.07,2.7
145279,2012,11,14,16,58,38.3,22.06,2.7
145294,2012,11,14,20,52,37.73,21.02,2.6
145312,2012,11,15,1,17,35.88,24.85,2.9
145432,2012,11,17,10,33,36.34,26.53,2.6
145450,2012,11,17,16,57,34.99,24.82,2.7
145470,2012,11,18,1,2,38.24,20.35,3.2
145534,2012,11,19,7,9,40.12,24.06,3.6
145538,2012,11,19,7,58,40.11,24.08,3.0
145539,2012,11,19,8,11,40.11,24.07,2.9
145587,2012,11,20,2,2,39.53,23.53,3.1
145602,2012,11,20,12,44,39.54,23.5,2.6
145613,2012,11,20,16,54,38.87,23.66,3.1
145616,2012,11,20,18,51,38.64,25.66,2.9
145622,2012,11,20,20,44,36.04,27.44,2.7
145624,2012,11,20,21,16,38.6,25.61,2.6
145664,2012,11,21,9,56,37.52,21.94,2.9
145721,2012,11,22,7,44,39.53,23.51,3.0
145725,2012,11,22,9,35,36.49,25.46,3.5
145738,2012,11,22,17,36,38.94,21.31,3.0
145742,2012,11,22,19,35,36.55,25.33,3.0
145750,2012,11,23,0,18,38.98,23.02,2.7
145785,2012,11,23,22,25,37.01,22.09,2.9
145790,2012,11,24,0,39,36.66,27.02,2.6
145800,2012,11,24,7,13,37.4,22.2,2.7
145806,2012,11,24,9,50,38.68,25.53,2.8
145880,2012,11,25,14,23,35.27,23.4,2.7
145882,2012,11,25,15,43,39.06,26.43,2.9
145919,2012,11,26,3,15,36.49,26.95,3.4
145950,2012,11,26,14,17,38.1,22.68,2.6
145964,2012,11,26,18,48,38.14,21.91,2.6
146017,2012,11,27,7,29,34.85,24.06,3.1
146024,2012,11,27,10,55,34.79,24.04,3.8
146029,2012,11,27,12,12,34.81,24.05,2.9
146069,2012,11,27,22,44,39.0,22.18,3.4
146077,2012,11,28,0,31,34.83,24.07,3.1
146116,2012,11,28,11,56,38.07,20.39,2.7
146125,2012,11,28,14,16,36.44,28.24,3.2
146129,2012,11,28,15,52,34.79,23.97,2.6
146163,2012,11,29,1,44,38.41,21.95,2.6
146178,2012,11,29,11,28,37.2,26.86,4.4
146179,2012,11,29,11,33,38.65,25.62,2.7
146180,2012,11,29,12,0,37.19,26.85,3.5
146187,2012,11,29,15,42,37.25,26.85,2.7
146194,2012,11,29,19,8,37.2,26.89,2.6
146202,2012,11,30,0,7,37.16,26.9,2.7
146206,2012,11,30,1,30,40.79,21.39,2.8
146209,2012,11,30,1,53,36.58,27.91,2.7
146220,2012,11,30,5,7,40.4,25.9,2.8
146276,2012,12,1,6,45,39.39,20.53,3.0
146281,2012,12,1,10,13,37.21,26.8,2.8
146321,2012,12,2,1,40,38.39,22.34,3.2
146335,2012,12,2,4,2,36.62,25.69,3.4
146359,2012,12,2,18,2,40.38,25.86,2.7
146390,2012,12,3,20,2,36.5,27.1,3.4
146391,2012,12,3,20,12,36.52,27.14,3.6
146394,2012,12,3,21,40,39.53,23.51,4.1
146398,2012,12,3,23,55,39.53,23.48,3.0
146399,2012,12,4,2,16,35.14,24.07,2.8
146412,2012,12,4,9,41,39.53,23.52,3.8
146414,2012,12,4,10,14,40.07,21.64,2.6
146420,2012,12,4,15,24,36.9,23.08,2.6
146422,2012,12,4,16,32,36.7,25.67,2.6
146429,2012,12,4,18,59,36.92,23.08,4.3
146433,2012,12,4,19,35,36.93,23.09,2.7
146471,2012,12,5,2,12,39.16,26.28,2.7
146476,2012,12,5,3,23,36.93,23.08,3.2
146477,2012,12,5,3,27,36.92,23.06,3.5
146486,2012,12,5,6,54,36.0,23.83,2.8
146497,2012,12,5,9,48,34.91,26.04,2.8
146519,2012,12,5,22,55,37.82,21.12,2.9
146541,2012,12,6,17,48,36.93,23.08,4.3
146556,2012,12,6,23,7,38.45,20.47,2.8
146567,2012,12,7,8,17,38.93,21.77,2.6
146569,2012,12,7,9,19,34.73,24.06,3.3
146588,2012,12,7,19,17,40.37,21.35,2.7
146593,2012,12,7,21,8,39.37,25.55,2.6
146604,2012,12,8,5,23,36.18,27.57,2.6
146610,2012,12,8,9,15,36.0,26.23,2.7
146612,2012,12,8,10,54,38.77,25.69,2.6
146628,2012,12,8,20,29,38.43,21.11,3.1
146629,2012,12,8,21,22,40.8,21.32,2.6
146636,2012,12,9,0,39,36.63,25.69,2.7
146638,2012,12,9,1,23,37.93,22.59,4.1
146639,2012,12,9,1,28,37.92,22.6,2.6
146644,2012,12,9,14,0,38.23,20.3,2.7
146662,2012,12,9,23,3,40.62,22.47,2.8
146668,2012,12,10,3,50,39.0,22.46,2.7
146680,2012,12,10,16,13,36.38,27.72,3.4
146683,2012,12,10,21,18,36.37,27.8,2.8
146692,2012,12,11,3,46,39.51,25.7,2.6
146695,2012,12,11,6,2,39.53,25.73,2.9
146704,2012,12,11,11,40,35.22,26.11,3.1
146707,2012,12,11,20,24,38.11,22.04,2.6
146709,2012,12,11,21,29,37.93,22.59,2.6
146721,2012,12,12,8,55,38.03,21.53,3.3
146729,2012,12,12,14,15,36.52,27.11,3.1
146733,2012,12,12,17,41,36.41,23.05,2.6
146739,2012,12,12,18,48,38.23,26.18,2.6
146740,2012,12,12,18,52,36.09,27.49,3.5
146745,2012,12,12,21,57,40.08,25.02,3.7
146758,2012,12,13,6,36,37.52,23.33,3.5
146763,2012,12,13,11,24,37.87,20.9,2.7
146765,2012,12,13,12,22,36.14,27.46,3.3
146766,2012,12,13,12,36,35.96,27.65,3.0
146773,2012,12,13,14,40,36.15,27.48,2.7
146797,2012,12,13,23,30,36.16,27.46,2.8
146808,2012,12,14,2,28,36.15,27.51,2.9
146812,2012,12,14,4,22,38.62,24.57,2.7
146820,2012,12,14,8,22,38.27,20.34,3.0
146832,2012,12,14,15,9,40.1,21.78,2.7
146870,2012,12,15,7,53,40.25,21.85,2.7
146890,2012,12,15,16,29,36.16,27.45,2.6
146894,2012,12,15,17,28,40.85,21.16,2.7
146916,2012,12,16,0,17,38.45,20.56,3.3
146926,2012,12,16,3,10,38.46,20.55,2.8
146940,2012,12,16,8,6,38.15,20.29,2.6
146944,2012,12,16,11,26,38.54,20.61,2.9
146951,2012,12,16,14,14,36.72,21.99,2.6
146955,2012,12,16,16,58,36.22,22.82,2.6
146984,2012,12,17,11,55,38.79,25.19,2.6
146985,2012,12,17,12,13,38.82,20.63,2.6
146987,2012,12,17,12,24,34.9,23.93,2.8
147016,2012,12,18,7,59,38.9,22.21,3.5
147018,2012,12,18,10,46,36.66,25.65,3.1
147029,2012,12,18,20,35,38.02,21.55,2.6
147037,2012,12,19,6,31,38.72,25.47,2.8
147053,2012,12,19,23,54,36.69,27.86,2.9
147061,2012,12,20,4,22,36.92,23.09,3.0
147065,2012,12,20,8,32,34.79,23.98,2.6
147088,2012,12,21,5,6,35.99,25.04,2.7
147133,2012,12,22,5,45,34.96,26.25,3.0
147143,2012,12,22,15,55,36.63,25.68,2.7
147191,2012,12,24,10,1,38.91,20.61,3.1
147222,2012,12,24,22,41,36.8,26.61,4.0
147223,2012,12,24,22,51,37.96,21.23,2.7
147225,2012,12,24,23,10,36.78,26.59,2.9
147228,2012,12,25,0,44,36.79,26.6,2.7
147244,2012,12,25,8,46,36.75,26.67,2.6
147265,2012,12,25,19,10,35.22,25.69,3.6
147276,2012,12,25,21,0,35.66,26.86,2.7
147287,2012,12,25,23,29,36.63,25.78,2.9
147352,2012,12,26,21,9,36.64,25.78,2.6
147353,2012,12,26,21,29,36.62,25.82,2.6
147357,2012,12,26,21,46,36.63,25.78,2.8
147363,2012,12,27,0,0,38.73,25.52,2.6
147364,2012,12,27,0,0,38.75,25.5,2.6
147391,2012,12,27,16,50,38.72,25.53,2.6
147398,2012,12,27,19,40,39.81,24.45,3.0
147408,2012,12,27,22,8,37.54,21.96,3.0
147416,2012,12,27,23,20,38.22,21.85,3.8
147417,2012,12,27,23,24,38.22,21.86,3.5
147454,2012,12,28,5,50,40.79,21.41,3.5
147469,2012,12,28,11,8,37.78,21.26,2.8
147480,2012,12,28,16,34,38.83,21.87,3.0
147489,2012,12,28,20,51,38.19,20.63,2.6
147509,2012,12,29,5,36,40.77,21.36,2.6
147519,2012,12,29,11,16,35.53,26.8,2.8
147521,2012,12,29,11,38,35.59,26.76,2.7
147549,2012,12,30,8,47,37.96,21.26,2.7
147552,2012,12,30,11,33,35.62,26.81,2.6
147562,2012,12,30,17,29,35.51,26.47,2.8
147621,2013,1,1,5,22,35.76,25.85,2.7
147642,2013,1,1,15,23,34.85,24.9,3.1
147649,2013,1,1,19,35,39.04,21.94,2.9
147726,2013,1,2,18,45,35.83,27.03,2.6
147733,2013,1,2,19,58,35.15,23.69,2.7
147741,2013,1,2,21,11,38.98,23.39,2.6
147768,2013,1,3,4,38,38.9,25.94,2.8
147805,2013,1,4,0,22,36.43,27.89,2.8
147811,2013,1,4,1,26,41.21,23.06,2.6
147828,2013,1,4,7,0,36.61,25.71,2.6
147835,2013,1,4,11,34,36.52,27.03,3.4
147844,2013,1,4,15,3,37.22,26.87,3.3
147860,2013,1,4,22,1,36.67,21.61,2.6
147865,2013,1,5,1,24,39.9,24.51,2.7
147868,2013,1,5,2,4,35.76,23.55,3.2
147876,2013,1,5,4,41,35.02,26.26,2.6
147881,2013,1,5,5,54,39.87,24.5,2.9
147886,2013,1,5,7,31,36.4,27.94,3.1
147907,2013,1,5,23,26,40.42,25.91,3.8
147927,2013,1,6,14,7,39.91,23.88,2.8
147930,2013,1,6,15,23,38.67,25.45,2.7
147942,2013,1,6,23,22,40.13,21.8,3.9
147949,2013,1,7,5,12,38.2,25.57,2.6
147952,2013,1,7,6,7,36.19,22.79,2.7
147973,2013,1,7,18,24,38.09,23.72,2.8
147986,2013,1,8,2,20,35.28,26.96,2.8
147996,2013,1,8,14,16,39.67,25.56,5.8
147997,2013,1,8,14,23,39.7,25.58,3.4
147998,2013,1,8,14,28,39.71,25.6,2.7
147999,2013,1,8,14,32,39.81,25.46,2.8
148000,2013,1,8,14,34,39.67,25.57,2.9
148002,2013,1,8,14,39,39.68,25.58,2.6
148004,2013,1,8,14,45,39.67,25.52,3.1
148007,2013,1,8,14,51,39.7,25.63,3.1
148008,2013,1,8,14,56,39.7,25.61,3.4
148009,2013,1,8,14,56,39.7,25.62,3.4
148010,2013,1,8,15,0,39.7,25.65,3.0
148011,2013,1,8,15,2,39.7,25.59,2.8
148012,2013,1,8,15,9,39.7,25.6,2.6
148013,2013,1,8,15,12,39.68,25.57,2.7
148014,2013,1,8,15,12,39.72,25.62,2.9
148018,2013,1,8,15,26,37.33,23.25,2.6
148019,2013,1,8,15,27,39.69,25.57,2.9
148021,2013,1,8,15,33,39.7,25.59,2.9
148022,2013,1,8,15,38,39.7,25.6,3.4
148024,2013,1,8,15,45,38.17,23.28,2.8
148029,2013,1,8,15,56,39.7,25.62,2.7
148030,2013,1,8,16,3,39.72,25.59,2.7
148032,2013,1,8,16,10,39.68,25.56,3.3
148033,2013,1,8,16,12,39.7,25.61,2.8
148042,2013,1,8,16,43,39.7,25.61,2.7
148054,2013,1,8,17,57,39.69,25.55,2.9
148075,2013,1,8,19,30,39.7,25.58,3.0
148078,2013,1,8,19,55,39.69,25.62,2.6
148079,2013,1,8,20,7,39.69,25.57,3.1
148080,2013,1,8,20,13,39.69,25.56,2.9
148087,2013,1,8,20,46,39.68,25.6,3.0
148090,2013,1,8,21,12,39.67,25.55,3.1
148112,2013,1,9,1,47,39.7,25.6,3.1
148121,2013,1,9,3,17,39.69,25.58,3.2
148124,2013,1,9,3,56,39.7,25.58,3.0
148130,2013,1,9,4,37,39.69,25.61,2.8
148131,2013,1,9,4,48,39.71,25.61,2.8
148133,2013,1,9,5,1,39.7,25.52,2.7
148135,2013,1,9,5,22,39.7,25.53,3.4
148144,2013,1,9,6,37,39.68,25.59,3.4
148152,2013,1,9,8,29,39.7,25.61,3.4
148166,2013,1,9,13,32,39.3,25.48,2.7
148169,2013,1,9,14,15,39.64,25.61,3.2
148170,2013,1,9,14,24,39.71,25.61,3.0
148174,2013,1,9,15,36,39.66,25.51,3.5
148175,2013,1,9,15,40,39.68,25.58,3.5
148176,2013,1,9,15,41,39.69,25.6,4.7
148177,2013,1,9,15,56,39.68,25.56,3.4
148178,2013,1,9,16,31,39.65,25.47,3.2
148183,2013,1,9,17,28,39.69,25.58,3.6
148185,2013,1,9,17,46,34.93,25.49,3.9
148189,2013,1,9,18,35,39.65,25.57,3.3
148193,2013,1,9,19,34,38.04,21.6,2.8
148206,2013,1,9,21,48,39.67,25.52,2.6
148213,2013,1,9,22,50,39.66,25.55,3.0
148217,2013,1,9,23,32,39.66,25.52,2.6
148219,2013,1,9,23,54,39.37,23.91,3.1
148220,2013,1,10,0,4,39.7,25.62,3.4
148221,2013,1,10,0,12,39.7,25.59,2.9
148232,2013,1,10,1,30,39.68,25.56,2.6
148254,2013,1,10,5,49,39.66,25.52,3.8
148256,2013,1,10,6,7,39.67,25.53,2.7
148266,2013,1,10,9,44,39.66,25.55,3.4
148269,2013,1,10,10,40,39.68,25.55,3.4
148270,2013,1,10,10,42,39.67,25.53,3.3
148289,2013,1,10,17,47,39.69,25.55,2.6
148297,2013,1,10,19,44,39.71,25.6,2.6
148310,2013,1,11,0,30,39.66,25.51,4.4
148328,2013,1,11,6,21,39.65,25.5,2.6
