,YEAR,MONTH,DAY,HOURS,MINUTES,LATITUDE,LONGITUDE,MAGNITUDE
1028,1960,4,30,10,12,35.98,26.34,4.7
1029,1960,5,2,18,37,36.95,26.83,4.6
1030,1960,5,5,8,17,38.5,21.5,4.6
1031,1960,5,7,19,40,38.0,21.0,4.6
1032,1960,5,15,13,54,37.2,26.7,4.4
1041,1960,7,13,10,30,40.6,23.4,4.8
1042,1960,7,13,13,1,40.61,23.45,5.4
1044,1960,8,8,20,36,35.42,27.2,4.8
1045,1960,8,14,12,52,37.5,22.0,4.8
1050,1960,10,1,5,30,35.38,25.97,5.1
1052,1960,11,3,7,17,36.1,26.1,4.6
1053,1960,11,3,7,17,36.1,26.1,4.7
1054,1960,11,5,20,20,39.12,20.63,5.8
1055,1960,11,11,5,31,38.84,20.81,5.2
1058,1961,1,7,10,30,35.53,26.09,5.5
1060,1961,1,28,7,18,39.4,22.0,4.9
1062,1961,2,21,3,2,36.5,22.91,4.7
1064,1961,2,23,21,45,36.75,27.02,5.1
1065,1961,2,23,21,56,36.83,27.07,4.8
1066,1961,2,27,21,40,36.68,26.95,5.0
1068,1961,2,27,21,54,36.66,26.95,5.1
1069,1961,3,13,15,32,36.21,26.43,4.7
1072,1961,5,25,13,11,36.72,26.66,4.8
1074,1961,7,12,2,48,39.26,23.79,4.6
1075,1961,7,14,2,36,38.0,21.0,4.8
1079,1961,8,6,9,4,35.4,26.8,4.9
1081,1961,8,27,22,8,35.67,23.41,5.0
1082,1961,8,30,4,52,35.5,26.5,4.4
1083,1961,9,5,1,16,38.5,23.6,4.6
1085,1961,10,2,7,21,36.66,21.86,5.4
1086,1961,10,5,20,27,36.56,25.71,4.4
1089,1961,12,11,16,53,36.42,23.44,4.9
1090,1961,12,18,21,35,38.8,20.6,4.9
1091,1962,1,7,15,5,37.9,22.9,4.9
1093,1962,1,19,19,38,38.35,22.25,5.3
1094,1962,1,19,22,18,38.38,22.15,4.9
1098,1962,3,26,9,22,38.44,20.86,5.1
1099,1962,4,4,19,55,35.0,25.6,4.6
1107,1962,4,16,7,19,36.15,27.23,5.2
1112,1962,4,25,6,22,38.1,20.6,4.9
1113,1962,4,28,11,19,36.2,26.84,6.0
1114,1962,4,28,12,43,36.13,26.87,5.5
1115,1962,5,1,11,53,38.2,20.5,4.9
1116,1962,5,5,22,28,38.7,20.7,4.6
1117,1962,5,6,4,2,38.7,20.5,4.6
1118,1962,5,6,6,42,38.0,20.5,4.6
1119,1962,5,8,23,53,35.23,24.12,4.8
1120,1962,5,15,8,31,39.2,24.1,4.8
1121,1962,5,19,20,48,37.8,22.5,4.9
1122,1962,6,9,10,41,39.9,25.1,4.4
1129,1962,7,10,10,6,38.42,25.92,4.8
1131,1962,8,28,10,59,37.8,22.88,6.6
1135,1962,9,29,8,23,40.41,25.4,4.6
1136,1962,10,4,19,46,37.93,22.36,5.0
1142,1963,1,15,15,4,36.1,24.0,4.9
1145,1963,2,16,6,21,36.47,28.01,4.4
1147,1963,3,4,15,10,34.96,25.18,5.3
1148,1963,3,5,7,53,35.7,25.9,4.5
1150,1963,3,17,14,17,39.35,20.89,5.1
1154,1963,5,6,19,30,39.32,20.34,4.5
1159,1963,7,5,14,21,38.9,22.9,4.9
1160,1963,7,8,16,2,36.63,27.82,4.7
1161,1963,7,10,7,19,39.8,23.9,4.6
1172,1963,11,3,14,36,38.9,21.1,4.9
1173,1963,11,10,11,18,36.47,25.75,4.2
1174,1963,11,10,18,37,38.0,21.0,4.6
1180,1963,12,19,18,43,35.77,25.85,4.4
1181,1964,1,10,3,34,38.7,21.0,4.6
1185,1964,1,31,9,23,37.68,22.51,4.0
1186,1964,2,24,23,30,38.9,23.9,5.3
1187,1964,4,11,16,0,39.75,25.25,5.7
1188,1964,4,21,8,14,38.5,22.25,4.5
1189,1964,4,24,3,49,38.0,21.8,5.0
1190,1964,4,29,4,21,39.25,23.75,5.8
1191,1964,4,29,17,0,39.25,23.75,5.2
1192,1964,4,30,18,11,39.25,23.75,4.9
1193,1964,5,2,23,24,39.25,23.75,4.2
1194,1964,7,12,23,32,38.5,23.25,4.4
1195,1964,7,17,2,34,38.0,23.5,5.8
1196,1964,7,18,3,40,35.5,25.5,5.4
1197,1964,8,30,15,52,37.25,21.5,3.9
1200,1964,10,13,21,6,37.5,22.5,4.3
1201,1964,10,16,11,22,38.5,22.25,4.7
1202,1964,10,17,9,50,35.0,25.5,5.9
1203,1964,11,5,20,55,35.5,24.5,4.5
1204,1964,11,27,20,2,36.75,22.5,4.4
1205,1964,12,31,16,18,35.75,25.25,4.9
1206,1965,1,7,10,22,36.5,26.5,5.3
1207,1965,1,10,8,2,39.25,22.25,4.9
1208,1965,1,12,17,26,37.0,22.0,4.0
1209,1965,1,15,14,56,36.75,21.75,4.5
1213,1965,3,9,19,16,39.0,24.0,4.2
1214,1965,3,9,20,14,39.0,24.0,4.4
1215,1965,3,10,0,4,39.0,24.0,4.8
1216,1965,3,10,21,50,39.0,24.0,4.8
1217,1965,3,31,12,1,38.5,21.75,5.1
1218,1965,4,3,5,19,38.11,23.7,4.6
1220,1965,5,15,13,34,37.5,21.75,4.0
1221,1965,7,6,6,22,38.4,22.3,4.1
1222,1965,7,7,23,26,38.4,22.2,3.8
1223,1965,7,16,13,54,38.5,23.25,3.3
1224,1965,8,14,4,47,38.5,22.0,3.6
1225,1965,8,26,8,59,38.5,22.25,3.4
1226,1965,8,31,10,51,37.5,21.5,3.9
1228,1965,9,5,16,34,35.25,25.25,4.1
1229,1965,9,5,20,26,38.5,24.5,3.2
1230,1965,9,6,23,6,39.3,21.9,3.6
1232,1965,9,11,4,49,39.25,22.0,3.7
1233,1965,9,14,8,15,37.3,21.0,3.8
1234,1965,9,15,19,51,39.0,24.25,3.5
1236,1965,9,20,2,45,35.4,26.5,4.4
1237,1965,9,23,1,59,37.0,22.0,3.6
1238,1965,9,24,14,56,38.4,21.7,3.4
1239,1965,9,25,22,34,39.3,23.9,3.7
1240,1965,9,27,21,5,39.1,23.9,3.7
1243,1965,10,7,5,0,37.9,22.1,3.3
1245,1965,10,10,19,17,35.0,25.5,4.3
1248,1965,10,19,17,8,38.8,22.7,3.3
1249,1965,10,19,18,53,38.0,20.5,4.0
1251,1965,10,21,18,29,38.25,24.0,2.8
1252,1965,10,23,4,13,37.75,20.75,3.8
1253,1965,10,23,19,32,40.2,23.3,3.7
1254,1965,10,24,16,41,37.6,20.9,4.2
1255,1965,10,24,22,21,39.9,19.7,4.5
1256,1965,10,28,4,27,38.4,22.5,4.1
1258,1965,10,30,3,46,39.0,23.5,3.1
1259,1965,10,30,4,47,39.1,23.0,3.3
1260,1965,11,2,3,27,39.3,25.3,5.2
1261,1965,11,4,10,29,37.8,20.5,4.0
1262,1965,11,5,23,1,37.75,23.25,3.3
1264,1965,11,8,19,12,36.0,27.0,4.0
1265,1965,11,9,23,28,36.5,23.2,3.1
1266,1965,11,10,20,25,38.5,23.25,3.1
1267,1965,11,20,19,58,39.8,22.3,4.0
1268,1965,11,22,5,23,37.3,27.0,4.2
1269,1965,11,26,9,3,39.0,24.2,4.4
1270,1965,11,27,4,56,39.0,24.25,3.1
1271,1965,11,27,8,6,39.2,24.0,3.7
1272,1965,11,28,5,26,35.9,27.9,5.4
1273,1965,11,30,10,54,37.7,22.0,3.8
1274,1965,11,30,20,50,37.75,22.25,3.3
1275,1965,12,1,14,53,38.3,23.6,2.9
1278,1965,12,7,1,0,36.25,27.0,4.3
1280,1965,12,7,8,45,35.8,25.2,3.9
1282,1965,12,13,0,7,38.3,25.7,3.4
1283,1965,12,13,11,19,38.0,24.0,2.7
1286,1965,12,17,0,49,36.9,23.2,3.2
1287,1965,12,20,0,8,40.1,24.8,5.9
1288,1965,12,20,12,37,40.0,24.9,3.8
1289,1965,12,20,20,6,40.0,25.0,3.7
1290,1965,12,21,19,36,39.9,24.7,3.9
1292,1965,12,25,12,15,39.8,24.7,4.3
1294,1965,12,28,8,46,37.5,26.75,3.9
1295,1965,12,30,10,4,36.8,23.4,3.2
1296,1965,12,31,22,43,39.1,20.9,4.1
1297,1966,1,2,20,56,37.8,23.0,4.2
1298,1966,1,2,23,12,37.8,23.1,5.0
1299,1966,1,14,2,14,36.75,23.25,3.5
1300,1966,1,14,15,29,37.4,22.0,3.4
1301,1966,1,15,18,7,36.6,23.1,4.7
1302,1966,1,16,10,43,36.75,23.0,3.4
1303,1966,1,16,20,15,35.4,25.8,4.4
1304,1966,1,17,20,4,38.1,22.0,4.3
1305,1966,1,18,21,20,35.2,23.7,4.1
1306,1966,1,20,0,39,39.02,24.4,4.4
1307,1966,1,22,5,1,39.2,21.5,3.8
1308,1966,1,24,18,46,36.8,22.6,4.1
1309,1966,1,26,13,30,39.2,21.2,4.2
1310,1966,1,30,3,1,39.1,21.4,3.8
1311,1966,1,31,4,30,39.1,21.5,3.8
1312,1966,1,31,9,54,39.1,21.3,4.0
1313,1966,2,3,4,26,39.2,23.1,3.5
1315,1966,2,5,2,1,39.1,21.6,5.9
1316,1966,2,5,2,11,39.2,21.5,4.7
1317,1966,2,5,2,56,39.0,21.8,3.8
1318,1966,2,5,2,57,39.0,21.9,5.2
1319,1966,2,5,9,47,39.2,21.6,3.7
1320,1966,2,5,12,38,39.3,21.7,3.7
1321,1966,2,6,0,35,39.1,21.8,3.6
1322,1966,2,6,13,24,39.2,21.5,4.0
1323,1966,2,6,15,9,39.3,21.3,3.8
1324,1966,2,10,13,21,39.0,21.9,3.7
1325,1966,2,10,16,10,39.3,21.3,3.8
1326,1966,2,11,5,41,39.2,21.4,3.8
1327,1966,2,12,13,36,39.3,21.4,4.4
1329,1966,2,14,20,16,39.3,21.2,4.1
1330,1966,2,17,7,37,39.1,21.6,3.7
1331,1966,2,17,10,41,39.1,21.7,3.8
1332,1966,2,17,22,4,39.1,21.7,3.6
1333,1966,2,19,10,22,39.2,21.7,3.7
1334,1966,2,21,9,29,39.25,22.0,3.5
1335,1966,2,27,14,43,39.2,21.6,3.6
1336,1966,3,8,13,32,38.5,23.9,3.4
1337,1966,3,8,18,51,39.2,21.2,4.4
1338,1966,3,8,20,29,36.7,25.7,3.7
1340,1966,3,11,20,19,39.25,21.25,4.4
1341,1966,3,13,19,35,39.0,21.6,4.4
1342,1966,3,14,14,8,39.4,21.1,4.6
1343,1966,3,21,14,32,39.1,21.7,3.6
1344,1966,3,26,20,17,39.2,21.5,3.8
1345,1966,3,27,3,9,39.25,24.0,3.6
1346,1966,3,27,14,29,37.0,26.9,4.0
1347,1966,3,27,22,23,37.0,26.9,4.1
1348,1966,3,27,23,58,37.0,26.9,4.3
1349,1966,3,28,1,15,37.0,26.9,4.1
1350,1966,3,28,4,4,39.4,21.4,4.0
1351,1966,3,28,23,46,37.0,26.9,4.0
1352,1966,3,29,0,8,37.0,26.9,4.3
1353,1966,3,29,7,24,37.0,26.9,4.2
1354,1966,3,29,15,16,37.0,26.9,4.3
1355,1966,4,1,13,14,39.2,21.2,4.4
1356,1966,4,3,11,36,39.2,21.3,4.6
1357,1966,4,5,8,7,39.4,21.7,4.2
1358,1966,4,5,13,57,39.2,21.3,3.8
1359,1966,4,7,0,40,37.0,27.0,4.1
1360,1966,4,7,3,25,37.8,21.0,4.6
1361,1966,4,9,0,23,38.7,23.0,3.0
1362,1966,4,12,17,25,37.7,21.4,3.5
1364,1966,4,17,7,36,39.2,24.5,3.5
1365,1966,4,18,8,37,39.1,21.5,3.7
1366,1966,4,18,9,59,39.0,21.5,4.3
1367,1966,4,19,12,26,37.8,22.1,3.8
1369,1966,4,23,11,8,39.2,21.2,4.2
1370,1966,4,25,2,39,36.75,21.75,3.7
1371,1966,4,28,11,47,39.4,20.9,4.4
1372,1966,5,4,6,36,39.3,21.3,5.5
1373,1966,5,4,7,38,39.2,21.3,4.2
1375,1966,5,6,19,46,37.2,22.2,3.6
1377,1966,5,8,3,48,39.3,21.4,3.8
1380,1966,5,15,8,29,39.2,21.0,3.9
1382,1966,5,15,17,41,37.0,22.0,3.4
1383,1966,5,21,22,14,37.7,22.9,3.4
1385,1966,5,22,11,15,39.3,20.8,4.0
1386,1966,5,24,7,33,39.5,20.5,4.2
1387,1966,5,24,9,39,37.25,21.75,4.5
1388,1966,5,24,11,9,37.5,21.9,4.2
1389,1966,5,24,17,43,35.2,24.6,4.1
1390,1966,5,25,4,10,37.2,21.8,3.5
1392,1966,5,26,6,32,39.0,21.3,3.8
1393,1966,5,27,15,45,37.7,22.0,3.3
1395,1966,6,3,1,31,37.7,21.9,3.3
1396,1966,6,4,1,5,36.9,23.5,3.2
1398,1966,6,5,20,51,37.25,21.75,3.9
1399,1966,6,6,19,38,37.4,22.3,3.6
1400,1966,6,8,8,2,37.2,21.8,3.5
1401,1966,6,8,8,39,39.3,22.1,3.6
1402,1966,6,8,20,15,37.2,22.1,3.4
1403,1966,6,11,10,21,38.8,21.5,4.2
1404,1966,6,11,12,5,37.2,21.5,4.3
1405,1966,6,13,11,44,39.5,21.0,4.0
1406,1966,6,16,18,14,38.4,23.85,3.3
1407,1966,6,18,18,56,37.6,21.9,3.3
1408,1966,6,18,23,46,37.5,21.8,3.4
1409,1966,6,19,1,10,37.7,21.9,3.5
1411,1966,6,23,11,20,37.4,21.8,3.7
1412,1966,6,23,21,2,39.2,22.1,3.6
1413,1966,6,24,1,24,39.2,21.3,3.8
1414,1966,6,24,22,34,38.7,21.6,4.4
1415,1966,6,25,17,5,38.75,23.25,4.0
1416,1966,6,25,17,27,39.0,23.25,4.0
1419,1966,7,3,12,35,36.1,26.5,4.1
1420,1966,7,5,17,10,37.2,23.2,3.3
1421,1966,7,5,18,2,38.0,22.75,3.1
1422,1966,7,9,3,28,37.9,21.9,3.6
1423,1966,7,9,11,14,37.3,22.0,3.6
1424,1966,7,9,11,26,37.2,21.8,3.6
1426,1966,7,13,9,7,37.25,21.8,3.5
1427,1966,7,13,23,15,37.8,22.7,3.0
1428,1966,7,15,23,50,38.9,21.45,4.2
1430,1966,7,19,11,14,38.75,22.0,3.4
1431,1966,7,20,10,16,39.0,21.5,4.1
1432,1966,7,21,4,11,38.5,23.1,3.0
1433,1966,7,22,0,55,38.5,22.2,3.9
1434,1966,7,23,5,28,39.0,21.8,3.7
1435,1966,7,24,1,27,38.8,21.9,3.6
1436,1966,7,24,1,32,38.9,22.0,4.4
1437,1966,7,24,2,11,39.0,22.0,3.6
1438,1966,7,24,13,37,38.6,22.1,3.3
1439,1966,7,27,18,31,37.2,21.1,3.8
1440,1966,7,28,13,9,39.2,21.3,3.8
1441,1966,7,30,8,35,39.75,21.75,3.8
1443,1966,8,6,18,32,38.0,21.9,4.1
1445,1966,8,8,12,34,39.6,21.0,4.0
1447,1966,8,9,20,20,39.5,21.4,4.0
1449,1966,8,11,0,23,37.8,21.2,4.1
1450,1966,8,11,4,34,38.8,21.7,4.2
1451,1966,8,16,3,53,39.8,19.9,4.8
1452,1966,8,17,19,2,39.4,21.3,3.8
1453,1966,8,18,22,9,36.4,26.2,4.0
1454,1966,8,20,11,54,38.97,21.92,3.8
1455,1966,8,20,21,12,37.75,22.0,3.4
1457,1966,8,28,12,2,37.1,23.2,3.7
1458,1966,9,1,12,35,38.2,22.7,3.9
1459,1966,9,1,13,10,38.3,22.8,3.1
1460,1966,9,1,14,22,37.5,22.3,6.0
1461,1966,9,2,6,47,38.5,23.0,3.1
1462,1966,9,2,7,24,38.75,23.5,3.1
1463,1966,9,5,22,34,38.4,21.6,4.3
1464,1966,9,6,22,41,39.4,24.8,4.2
1465,1966,9,7,0,23,38.2,23.5,3.5
1466,1966,9,7,0,54,38.2,23.5,3.0
1467,1966,9,7,13,0,38.4,23.3,3.1
1468,1966,9,15,20,47,37.75,22.5,3.0
1469,1966,9,15,22,11,38.1,22.7,3.3
1470,1966,9,15,22,32,38.3,22.7,3.8
1471,1966,9,22,20,14,39.8,23.9,3.9
1472,1966,9,23,23,47,39.5,20.9,4.2
1473,1966,9,24,20,21,38.2,22.1,3.5
1475,1966,9,27,10,54,37.0,24.1,3.8
1476,1966,9,27,11,37,37.0,23.7,3.2
1477,1966,9,27,21,25,37.1,24.5,3.2
1478,1966,10,3,23,38,39.3,25.0,3.8
1479,1966,10,5,21,45,39.3,24.0,3.4
1480,1966,10,10,16,27,39.5,20.5,4.2
1481,1966,10,12,1,11,38.3,22.9,3.0
1482,1966,10,21,16,16,39.6,21.9,4.2
1483,1966,10,29,2,39,38.8,21.0,6.0
1484,1966,11,9,15,12,39.2,20.4,4.5
1486,1966,12,28,3,23,37.5,22.0,3.5
1487,1967,1,1,22,18,38.7,21.3,3.7
1488,1967,1,4,5,58,38.4,21.8,5.3
1489,1967,1,5,17,0,38.8,22.1,3.7
1490,1967,1,10,10,35,38.4,23.1,3.0
1491,1967,1,25,9,13,37.75,22.5,3.0
1492,1967,2,2,12,5,38.3,22.1,3.7
1493,1967,2,6,17,16,38.9,23.4,4.0
1494,1967,2,11,19,56,38.9,24.0,3.4
1495,1967,3,1,22,14,36.4,23.8,3.6
1497,1967,3,4,18,12,39.2,24.6,3.9
1498,1967,3,4,18,37,39.2,24.6,5.1
1499,1967,3,4,18,48,39.1,24.7,3.4
1500,1967,3,4,19,2,39.2,24.5,3.1
1501,1967,3,4,19,18,39.2,24.7,3.2
1502,1967,3,4,20,23,39.2,24.6,3.0
1503,1967,3,4,20,54,39.2,24.6,3.2
1504,1967,3,4,21,41,39.2,24.6,3.1
1505,1967,3,4,23,15,39.2,24.7,3.1
1506,1967,3,5,0,45,39.3,24.5,3.5
1507,1967,3,5,0,59,39.2,24.7,4.1
1508,1967,3,5,1,46,39.2,24.6,3.7
1509,1967,3,5,1,58,39.2,24.7,3.5
1510,1967,3,5,2,44,39.1,24.5,3.4
1511,1967,3,5,3,51,39.1,24.6,3.7
1512,1967,3,5,9,3,39.3,24.7,2.9
1513,1967,3,5,22,34,39.4,24.4,3.1
1514,1967,3,6,1,33,39.2,24.4,3.7
1515,1967,3,7,7,48,39.2,24.4,3.1
1516,1967,3,7,11,52,39.2,24.4,3.1
1517,1967,3,7,11,58,39.1,24.6,3.5
1518,1967,3,7,18,52,39.2,24.5,3.0
1519,1967,3,7,20,35,40.0,20.5,4.0
1520,1967,3,8,17,45,39.1,24.8,3.1
1522,1967,3,10,16,49,37.5,21.5,3.4
1523,1967,3,10,19,42,39.0,21.7,3.2
1525,1967,3,16,18,51,38.5,20.7,3.7
1526,1967,3,16,22,5,39.1,24.5,3.4
1527,1967,3,16,22,24,39.5,24.0,3.5
1528,1967,3,18,2,22,39.0,22.5,3.0
1529,1967,3,18,19,35,39.0,22.75,3.0
1531,1967,3,19,21,23,38.0,21.7,3.3
1532,1967,3,20,23,16,39.75,22.0,3.4
1533,1967,3,22,0,48,39.5,24.5,3.0
1534,1967,3,23,16,17,39.6,24.4,3.2
1535,1967,3,25,18,21,39.75,21.0,3.6
1536,1967,3,28,0,4,38.5,25.2,4.4
1537,1967,3,28,20,53,39.0,21.25,3.5
1538,1967,3,28,21,9,39.0,21.25,3.4
1539,1967,3,28,22,13,39.25,20.75,3.5
1541,1967,3,30,9,53,38.25,23.0,3.0
1545,1967,4,4,17,54,39.1,24.4,4.0
1546,1967,4,4,18,0,39.1,24.6,3.2
1547,1967,4,5,21,52,39.3,24.7,3.1
1548,1967,4,12,18,7,39.1,23.4,3.7
1549,1967,4,12,23,12,38.6,23.9,3.9
1551,1967,4,15,1,33,39.2,23.9,3.2
1552,1967,4,18,19,24,38.4,21.7,3.1
1553,1967,4,18,19,45,38.4,21.7,3.2
1554,1967,4,18,22,47,38.5,21.5,3.0
1555,1967,4,18,23,43,38.5,21.5,2.9
1556,1967,4,19,2,39,39.0,24.0,2.8
1557,1967,4,21,2,45,38.8,21.0,3.4
1558,1967,4,21,3,11,38.8,21.1,3.6
1559,1967,4,21,10,46,38.7,21.1,2.9
1560,1967,4,23,1,29,37.4,21.6,3.1
1561,1967,4,27,2,10,37.4,21.7,3.0
1562,1967,4,28,11,32,39.1,21.3,3.5
1563,1967,4,30,23,57,39.3,24.4,3.7
1564,1967,5,1,9,47,39.8,21.0,4.2
1565,1967,5,1,9,50,39.7,20.9,5.0
1566,1967,5,1,10,19,39.8,20.6,4.0
1567,1967,5,1,14,37,39.8,21.0,4.2
1568,1967,5,1,16,33,39.8,20.9,3.8
1569,1967,5,1,16,39,39.8,20.9,4.1
1570,1967,5,1,18,9,39.9,20.9,3.9
1571,1967,5,1,22,46,39.7,20.9,3.9
1572,1967,5,2,1,27,39.8,20.9,4.2
1573,1967,5,2,8,11,39.8,20.9,4.4
1574,1967,5,2,9,56,39.8,20.9,4.1
1575,1967,5,2,13,51,39.75,21.0,3.9
1576,1967,5,2,15,21,39.75,20.5,4.0
1577,1967,5,2,15,29,39.8,21.0,4.2
1578,1967,5,2,19,29,39.8,21.0,4.1
1579,1967,5,4,3,18,39.75,21.0,4.0
1580,1967,5,4,4,46,39.8,21.0,4.2
1581,1967,5,4,13,13,40.0,20.9,4.2
1582,1967,5,4,13,30,39.8,20.9,4.1
1583,1967,5,4,17,11,39.8,21.1,4.0
1584,1967,5,5,14,49,39.8,20.9,4.2
1585,1967,5,5,15,58,39.7,20.8,4.0
1586,1967,5,5,20,18,39.7,20.9,4.0
1588,1967,5,9,2,39,40.5,25.0,4.1
1591,1967,5,9,8,0,39.8,20.9,4.2
1592,1967,5,9,13,34,39.7,21.2,3.8
1593,1967,5,9,20,44,39.6,21.0,3.8
1594,1967,5,10,4,41,36.8,23.2,3.2
1596,1967,5,14,4,15,37.6,20.7,4.6
1597,1967,5,17,19,29,38.4,20.4,3.7
1598,1967,5,20,4,4,38.9,24.8,3.0
1599,1967,5,21,10,35,37.4,22.1,3.6
1600,1967,5,23,9,47,38.7,26.0,3.7
1601,1967,5,23,10,43,38.7,26.0,3.4
1605,1967,6,2,10,44,37.5,21.75,3.4
1606,1967,6,2,23,4,39.9,23.6,3.4
1607,1967,6,3,16,27,39.0,24.8,4.1
1608,1967,6,7,6,53,38.3,22.8,3.7
1609,1967,6,7,9,34,39.1,21.5,3.6
1610,1967,6,7,14,7,37.4,27.1,3.9
1612,1967,6,8,13,7,38.5,24.25,3.1
1613,1967,6,8,19,58,38.0,22.7,2.9
1615,1967,6,10,5,16,39.0,24.1,3.6
1616,1967,6,10,12,51,39.2,21.1,3.3
1617,1967,6,11,5,35,38.2,22.7,3.8
1618,1967,6,11,6,9,38.75,22.75,3.1
1619,1967,6,11,10,0,38.0,22.75,2.9
1620,1967,6,11,10,4,38.1,22.8,3.2
1621,1967,6,11,13,31,38.5,22.75,3.1
1623,1967,6,11,16,21,39.25,20.5,3.9
1624,1967,6,11,22,50,38.1,22.8,3.3
1625,1967,6,12,0,18,38.8,26.1,3.4
1626,1967,6,12,1,29,38.2,22.7,4.0
1627,1967,6,12,2,51,38.2,22.8,4.4
1628,1967,6,12,3,38,39.75,22.5,3.3
1629,1967,6,12,3,49,38.75,23.0,2.8
1630,1967,6,12,7,12,38.75,22.75,2.9
1631,1967,6,12,18,12,39.3,21.2,4.1
1632,1967,6,12,22,51,38.2,22.7,3.4
1633,1967,6,13,12,20,39.2,23.7,2.9
1634,1967,6,15,13,23,37.4,22.8,2.9
1635,1967,6,15,19,34,38.0,22.75,2.8
1636,1967,6,16,17,46,38.25,24.0,2.6
1637,1967,6,18,23,6,38.8,26.4,3.2
1638,1967,6,18,23,37,38.25,22.75,2.7
1639,1967,6,19,11,58,38.6,25.1,3.2
1640,1967,6,20,3,42,38.8,22.9,3.1
1642,1967,6,22,10,58,39.5,20.7,4.0
1643,1967,6,22,23,14,40.3,20.9,3.8
1646,1967,6,30,8,54,37.0,26.75,4.1
1647,1967,7,3,3,17,38.25,22.75,2.8
1659,1967,7,10,3,50,39.25,24.75,3.0
1666,1967,7,14,7,17,37.4,22.0,3.2
1667,1967,7,17,18,57,39.4,21.3,3.6
1672,1967,7,23,9,17,39.4,20.8,3.3
1675,1967,7,27,17,57,38.0,22.8,2.8
1676,1967,8,3,1,19,38.4,22.6,2.9
1678,1967,8,3,22,55,41.1,24.2,4.1
1680,1967,8,13,20,41,36.5,22.25,3.4
1682,1967,8,15,11,21,39.2,21.2,3.4
1683,1967,8,15,12,35,39.4,20.7,3.5
1686,1967,8,21,16,22,38.75,25.0,3.1
1687,1967,8,25,13,15,38.5,23.0,3.1
1688,1967,8,27,6,58,39.4,20.8,3.5
1689,1967,8,28,2,33,38.3,24.0,2.6
1690,1967,8,28,3,39,38.3,24.1,3.7
1692,1967,8,28,13,13,36.8,23.1,3.1
1693,1967,8,29,21,59,38.75,22.0,3.5
1694,1967,8,29,22,3,36.75,23.0,3.0
1695,1967,8,29,23,29,37.25,21.5,3.2
1696,1967,8,30,11,57,39.6,21.2,3.6
1697,1967,9,1,19,43,37.8,22.1,3.2
1698,1967,9,3,7,46,37.6,21.7,3.7
1699,1967,9,3,9,19,38.6,21.8,3.5
1701,1967,9,3,14,39,38.8,21.8,3.4
1702,1967,9,3,22,38,38.6,21.8,3.5
1705,1967,9,7,17,23,39.4,21.4,3.8
1707,1967,9,8,9,51,38.9,21.5,4.0
1708,1967,9,12,14,46,39.3,21.6,4.0
1710,1967,9,14,17,3,39.0,24.1,3.2
1712,1967,9,14,23,3,39.0,24.6,3.4
1713,1967,9,16,20,56,37.5,22.75,3.0
1714,1967,9,16,21,2,39.0,23.1,3.1
1715,1967,9,16,21,32,36.5,26.25,3.5
1719,1967,9,24,22,5,38.7,24.4,3.0
1721,1967,9,24,23,50,38.7,25.2,3.4
1724,1967,9,27,19,25,40.1,20.7,4.0
1725,1967,9,30,12,42,39.25,23.75,3.1
1726,1967,10,4,20,30,36.2,26.3,3.8
1728,1967,10,5,12,0,37.7,20.8,4.8
1729,1967,10,7,17,36,39.0,23.4,3.8
1730,1967,10,9,10,45,38.3,21.2,3.7
1733,1967,10,10,1,28,38.6,21.3,3.4
1734,1967,10,10,17,32,37.7,22.8,2.7
1735,1967,10,10,18,3,37.6,21.8,3.3
1736,1967,10,11,7,48,36.2,27.2,4.5
1737,1967,10,13,16,6,39.2,22.1,3.6
1738,1967,10,13,19,28,38.9,21.6,4.0
1739,1967,10,15,11,54,37.0,21.6,3.3
1740,1967,10,17,13,2,38.25,21.75,3.4
1743,1967,10,19,12,49,39.25,25.0,3.4
1745,1967,10,21,22,35,38.75,22.0,3.3
1747,1967,10,27,17,38,38.25,20.75,3.6
1749,1967,10,28,8,55,37.6,21.9,3.2
1750,1967,10,28,18,26,38.0,21.9,3.4
1751,1967,11,3,9,46,38.4,22.9,2.8
1752,1967,11,3,10,28,37.4,22.0,3.4
1753,1967,11,5,0,26,38.0,21.0,3.9
1754,1967,11,6,10,33,38.8,20.8,4.1
1755,1967,11,6,19,44,35.3,23.8,3.7
1758,1967,11,11,2,19,37.7,22.1,3.2
1761,1967,11,13,10,57,39.7,22.1,3.6
1762,1967,11,16,2,22,38.75,21.75,3.2
1763,1967,11,17,7,12,36.8,22.2,3.3
1764,1967,11,17,8,7,36.8,22.2,3.4
1766,1967,11,18,3,33,36.0,23.0,3.6
1768,1967,11,19,12,53,39.2,23.6,3.3
1770,1967,11,22,7,21,39.25,22.25,3.2
1771,1967,11,26,3,24,39.5,20.3,4.0
1772,1967,11,27,23,6,37.6,20.9,3.7
1779,1967,12,1,20,3,37.7,22.2,3.4
1782,1967,12,2,5,33,39.1,20.6,3.8
1787,1967,12,2,23,7,39.4,20.1,4.0
1790,1967,12,4,3,47,39.4,20.3,3.8
1791,1967,12,5,5,11,38.25,22.25,3.1
1792,1967,12,5,5,20,36.4,26.8,4.2
1793,1967,12,5,14,15,37.0,22.1,3.5
1795,1967,12,7,8,33,38.9,22.9,3.4
1797,1967,12,11,16,16,38.4,23.6,3.3
